217,46.97,62.79,82.46,55.88,,,,,,,
218,47.24,63.45,82.29,56.6,,,,,,,
219,47.34,63.53,82.12,56.56,,,,,,,
220,47.34,63.91,82.87,55.33,,,,,,,
221,47.3,63.87,82.94,56.69,,,,,,,
222,47.75,64.22,82.87,56.43,,,,,,,
223,47.54,64.76,83.47,57.71,,,,,,,
224,47.71,64.84,83.71,55.54,,,,,,,
225,47.51,65.12,84.4,56.44,,,,,,,
226,47.94,65.6,84.43,57.28,,,,,,,
227,48.04,65.75,83.65,56.49,,,,,,,
228,48.15,65.78,84.18,57.24,,,,,,,
229,47.85,66.35,84.36,58.48,,,,,,,
230,48.3,66.23,85.2,57.91,,,,,,,
231,48.56,66.4,85.49,57.42,,,,,,,
232,48.69,66.86,86.01,58.66,,,,,,,
233,48.59,67.33,85.7,58.03,,,,,,,
234,48.68,67.75,85.82,58.14,,,,,,,
235,48.93,67.71,86.06,59.13,,,,,,,
236,48.91,67.82,86.37,58.64,,,,,,,
237,49.18,67.79,86.5,58.77,,,,,,,
238,49.45,68.3,86.85,59.24,,,,,,,
239,49.37,68.31,86.8,59.95,,,,,,,
240,49.31,68.84,87.6,60.22,,,,,,,
241,49.27,69.06,88.03,60.11,,,,,,,
242,49.55,69.37,88.1,59.89,,,,,,,
243,49.66,69.54,88.14,60.4,,,,,,,
244,49.71,69.68,88.6,59.53,,,,,,,
245,49.85,69.85,88.63,60.58,,,,,,,
246,49.8,70.5,88.68,61.01,,,,,,,
247,50.09,70.49,88.99,61.23,,,,,,,
248,50.41,70.66,88.28,60.84,,,,,,,
249,49.95,70.79,89.82,61.76,,,,,,,
250,50.25,71.02,89.72,62.03,,,,,,,
251,50.46,71.33,90.13,61.68,,,,,,,
252,50.7,71.64,90.33,60.85,,,,,,,
253,50.8,71.78,90.68,61.93,,,,,,,
254,50.85,71.8,90.8,62.08,,,,,,,
255,51.07,72.52,91.34,63.81,,,,,,,
256,50.93,72.43,91.82,62.44,,,,,,,
257,51.09,72.97,91.45,62.95,,,,,,,
258,51.12,73.39,91.45,61.72,,,,,,,
259,51.56,73.69,91.78,61.81,,,,,,,
260,51.67,73.42,92.23,61.3,,,,,,,
261,51.58,73.63,92.41,61.81,,,,,,,
262,51.63,73.88,92.72,61.12,,,,,,,
263,51.73,74.06,92.25,62.26,,,,,,,
264,52.01,74.29,92.89,62.11,,,,,,,
265,52.26,74.71,92.88,62.85,,,,,,,
266,52.13,74.99,93.22,62.13,,,,,,,
267,52.4,75.13,93.38,62.22,,,,,,,
268,52.59,75.15,93.59,63.03,,,,,,,
269,52.92,75.57,93.5,63.24,,,,,,,
270,52.79,75.65,93.74,62.79,,,,,,,
271,52.8,75.84,94.09,64.16,,,,,,,
272,52.63,76.11,93.95,64.28,,,,,,,
273,53.13,76.51,94.53,63.27,,,,,,,
274,53.16,76.2,94.33,63.65,,,,,,,
275,53.41,76.45,95.08,64.27,,,,,,,
276,53.32,77.32,94.76,63.75,,,,,,,
277,53.54,77.54,94.64,64.37,,,,,,,
278,53.53,78.13,94.98,64.68,,,,,,,
279,53.81,77.28,95.47,65.18,,,,,,,
280,53.76,78.1,95.7,64.93,,,,,,,
281,53.91,78.27,95.75,65.94,,,,,,,
282,54.21,78.37,95.74,64.96,,,,,,,
283,54.15,78.54,95.62,66.07,,,,,,,
284,54.21,78.91,95.94,65.96,,,,,,,
285,54.47,78.57,95.43,65.85,,,,,,,
286,54.48,78.94,95.5,67.22,,,,,,,
287,54.76,79.03,96.17,66.08,,,,,,,
288,54.73,79.85,95.6,68.98,,,,,,,
289,55.11,80.07,95.89,69.08,,,,,,,
290,55.05,80.3,95.49,70.37,,,,,,,
291,55.29,79.96,95.26,73.1,,,,,,,
292,55.41,80.53,96.01,73.25,,,,,,,
293,55.46,80.79,95.53,75.09,,,,,,,
294,55.66,80.96,96.06,76.53,,,,,,,
295,55.86,81.21,95.47,76.67,,,,,,,
296,56.24,81.16,95.68,77.41,,,,,,,
297,56.16,81.48,95.96,79.36,,,,,,,
298,55.91,81.41,97.55,79.57,,,,,,,
299,56.21,81.18,97.21,79.22,,,,,,,
300,56.55,81.66,97.1,79.76,,,,,,,
301,56.45,82.16,97.27,80.32,,,,,,,
302,56.55,82.41,96.88,79.25,,,,,,,
303,56.94,81.63,95.35,79.83,,,,,,,
304,57.06,82.62,97.61,81.35,,,,,,,
305,57.16,82.53,96.99,81.28,,,,,,,
306,57.05,82.67,97.25,81.02,,,,,,,
307,57.58,82.95,96.97,80.98,,,,,,,
308,57.57,83.79,97.81,81,,,,,,,
309,57.53,84.11,97.14,81.57,,,,,,,
310,57.65,83.92,96.03,82.37,,,,,,,
311,57.79,83.66,97.61,81.42,,,,,,,
312,58.04,84.22,96.81,81.77,,,,,,,
313,57.96,84.7,97.88,82.46,,,,,,,
314,58.04,84.32,97.66,82.41,,,,,,,
315,58.36,84.38,96.99,81.59,,,,,,,
316,58.41,85.06,98.62,82.24,,,,,,,
317,58.67,84.88,98.11,82.6,,,,,,,
318,58.67,85.06,96.77,82.87,,,,,,,
319,58.96,85.54,97.27,83.28,,,,,,,
320,59.16,85.69,97.68,83.09,,,,,,,
321,58.98,85.65,97.06,83.17,,,,,,,
322,59.56,85.84,98.21,81.84,,,,,,,
323,59.5,86.18,97.68,84.13,,,,,,,
324,59.65,86.15,96.59,82.45,,,,,,,
325,60.01,86.25,96.81,82.52,,,,,,,
326,60.23,86.44,96.8,83.54,,,,,,,
327,60.41,86.95,97.44,84.03,,,,,,,
328,60.11,86.67,95.32,83.51,,,,,,,
329,60.49,86.79,97.25,83.88,,,,,,,
330,60.62,86.75,96.2,85.35,,,,,,,
331,60.68,86.57,97.34,82.63,,,,,,,
332,61.03,87.01,96.88,84.74,,,,,,,
333,61.07,87.25,95.96,84.59,,,,,,,
334,61.31,87.68,97.26,84.67,,,,,,,
335,61.75,87.88,97.89,84.69,,,,,,,
336,61.68,87.36,97.03,83.95,,,,,,,
337,61.86,87.88,97.46,84.64,,,,,,,
338,62.03,87.91,97.68,85.09,,,,,,,
339,62.81,88.06,98.08,85.73,,,,,,,
340,62.57,87.84,99.33,85.3,,,,,,,
341,62.79,88.26,98.11,86.91,,,,,,,
342,62.71,88.24,96.98,85.31,,,,,,,
343,62.97,88.59,98.65,85.64,,,,,,,
344,63.42,88.18,98.43,84.83,,,,,,,
345,63.53,88.58,97.46,84.56,,,,,,,
346,63.71,88.56,98.26,85.91,,,,,,,
347,64.22,88.73,98.01,85.82,,,,,,,
348,64.31,88.94,97.98,85.98,,,,,,,
349,64.35,89.09,97.65,86.63,,,,,,,
350,64.74,89.17,96.87,86.46,,,,,,,
351,64.83,88.69,97,86.36,,,,,,,
352,65.1,89.29,97.62,85.77,,,,,,,
