898, 86.93
899, 86.86
900, 86.5
901, 86.9
902, 86.74
903, 86.73
904, 86.9
905, 86.96
906, 87.14
907, 86.82
908, 87.05
909, 86.99
910, 86.86
911, 86.84
912, 86.8
913, 86.9
914, 86.98
915, 86.96
916, 87.2
917, 86.96
918, 87.14
919, 86.8
920, 87.07
921, 87.01
922, 87.19
923, 86.99
924, 87.12
925, 87
926, 86.98
927, 87.07
928, 87.1
929, 86.77
930, 86.76
931, 87.41
932, 87.18
933, 87.13
934, 86.9
935, 86.82
936, 87.02
937, 86.99
938, 87.64
939, 87.14
940, 87.1
941, 87.13
942, 87.04
943, 87.06
944, 87.02
945, 87.12
946, 86.98
947, 87.4
948, 87
949, 87.17
950, 86.85
951, 87.39
952, 86.99
953, 87.2
954, 87.06
955, 87.36
956, 86.96
957, 86.97
958, 87.18
959, 87.4
960, 87.37
961, 87.19
962, 87.49
963, 87.23
964, 87.52
965, 87.33
966, 87.32
967, 87.36
968, 87.25
969, 87.4
970, 87.3
971, 87.29
972, 87.18
973, 87.31
974, 87.72
975, 87.18
976, 87.44
977, 87.44
978, 87.54
979, 87.35
980, 87.31
981, 87.58
982, 87.39
983, 87.42
984, 87.22
985, 87.15
986, 87.64
987, 87.52
988, 87.67
989, 87.58
990, 87.71
991, 87.77
992, 87.07
993, 87.69
994, 88.08
995, 87.84
996, 87.37
997, 87.5
998, 87.66
999, 87.56
1000, 87.39
1001, 87.63
1002, 87.58
1003, 87.52
1004, 87.88
1005, 87.45
1006, 87.53
1007, 87.64
1008, 87.73
1009, 87.78
1010, 87.72
1011, 87.6
1012, 87.99
1013, 87.81
1014, 87.72
1015, 87.67
1016, 87.76
1017, 87.97
1018, 87.51
1019, 87.53
1020, 87.53
1021, 88.08
1022, 88.01
1023, 87.7
1024, 87.76
1025, 87.71
1026, 87.71
1027, 88.05
1028, 87.56
1029, 87.72
1030, 87.54
1031, 87.81
1032, 87.96
1033, 87.67
1034, 87.59
1035, 87.75
1036, 87.85
1037, 87.33
1038, 87.68
1039, 87.96
1040, 87.54
1041, 87.4
1042, 87.54
1043, 87.66
1044, 87.7
1045, 88.07
1046, 88.26
1047, 88.02
1048, 88.16
1049, 88.31
1050, 87.94
1051, 87.89
1052, 87.82
1053, 87.75
1054, 87.68
1055, 88.02
1056, 87.8
1057, 87.48
1058, 88.31
1059, 87.9
1060, 87.95
1061, 88.38
1062, 87.92
1063, 87.68
1064, 87.78
1065, 88.15
1066, 87.92
1067, 88.15
1068, 87.98
1069, 87.94
1070, 87.73
1071, 87.75
1072, 87.85
1073, 87.9
1074, 88.13
1075, 87.56
1076, 88.18
1077, 87.94
1078, 87.86
1079, 87.95
1080, 87.94
1081, 87.88
1082, 88.28
1083, 87.87
1084, 87.68
1085, 88.18
1086, 87.91
1087, 88.24
1088, 88.47
1089, 87.77
1090, 88.31
1091, 87.96
1092, 88
1093, 88.28
1094, 87.79
1095, 87.81
1096, 88.04
1097, 87.81
1098, 87.99
1099, 87.83
1100, 87.68
1101, 87.58
1102, 87.67
1103, 87.6
1104, 87.68
1105, 87.57
1106, 87.37
1107, 87.32
1108, 87.74
1109, 87.44
1110, 87.52
1111, 87.43
1112, 87.11
1113, 87.4
1114, 87.41
1115, 87.14
1116, 87.27
1117, 87.02
1118, 87
1119, 87.25
1120, 87.18
1121, 87.01
1122, 86.98
1123, 86.58
1124, 86.84
1125, 86.95
1126, 86.75
1127, 86.75
1128, 86.73
1129, 86.65
1130, 86.92
1131, 86.78
1132, 86.86
1133, 86.78
1134, 86.47
1135, 87.05
1136, 86.64
1137, 86.9
1138, 86.64
1139, 86.64
1140, 86.67
1141, 86.68
1142, 86.43
1143, 86.74
1144, 86.75
1145, 86.8
1146, 86.28
1147, 86.45
1148, 86.61
1149, 86.45
1150, 86.3
1151, 86.73
1152, 86.46
1153, 86.26
1154, 86.49
1155, 86.28
1156, 86.28
1157, 86.3
1158, 86.07
1159, 85.95
1160, 86.06
1161, 86.06
1162, 85.85
1163, 85.78
1164, 86.31
1165, 86.1
1166, 86.08
1167, 85.74
1168, 85.65
1169, 85.77
1170, 85.7
1171, 85.55
1172, 85.75
1173, 85.74
