TipoAntena,NAntenas,Caso,PotenciaAntena_W,PotenciaTotal_W,Modelo,TagDataset,NSnapshots,TiempoInicio_min,TiempoFin_min,UmbralCarbonizacion_C,TMaxDecision_C,TMaxDatos_C,TMaxMetadata_C,TMaxFullField_C,DifMaxMetadataVsDatos_C,DifMaxMetadataVsFullField_C,CorteSostenido_min,CarbonizacionSostenidaDesdeMin1,NExcesosTransitorios,TieneAdvertencia,MotivosAdvertencia,Clave
Un_slot,3,8,10,30,modelo_Un_slot_3ant,dset_c8_p10,21,0,20,120,111.709689413834,111.709689413834,111.709689413834,NaN,0,NaN,NaN,0,0,0,,un_slot|3|8|10
Un_slot,3,8,15,45,modelo_Un_slot_3ant,dset_c8_p15,21,0,20,120,113.878918925426,113.878918925426,113.878918925426,NaN,0,NaN,NaN,0,0,0,,un_slot|3|8|15
Un_slot,3,8,20,60,modelo_Un_slot_3ant,dset_c8_p20,21,0,20,120,110.560721508711,110.560721508711,110.560721508711,NaN,0,NaN,NaN,0,0,0,,un_slot|3|8|20
Un_slot,3,8,25,75,modelo_Un_slot_3ant,dset_c8_p25,21,0,20,120,115.229261005998,115.229261005998,115.229261005998,NaN,0,NaN,NaN,0,0,0,,un_slot|3|8|25
Un_slot,3,8,30,90,modelo_Un_slot_3ant,dset_c8_p30,21,0,20,120,109.367448059237,109.367448059237,109.367448059237,NaN,0,NaN,NaN,0,0,0,,un_slot|3|8|30
Un_slot,3,0,5,15,modelo_Un_slot_3ant,dset_c0_p5,21,0,20,500,121.030784565562,121.030784565562,121.030784565562,NaN,0,NaN,NaN,0,0,0,,un_slot|3|0|5
Un_slot,3,0,10,30,modelo_Un_slot_3ant,dset_c0_p10,21,0,20,500,204.969373874784,204.969373874784,204.969373874784,NaN,0,NaN,NaN,0,0,0,,un_slot|3|0|10
Un_slot,3,3,5,15,modelo_Un_slot_3ant,dset_c3_p5,21,0,20,120,117.712683723911,117.712683723911,117.712683723911,NaN,0,NaN,NaN,0,0,0,,un_slot|3|3|5
Un_slot,3,3,10,30,modelo_Un_slot_3ant,dset_c3_p10,21,0,20,120,127.881323271182,127.881323271182,127.881323271182,NaN,0,NaN,19,0,2,0,,un_slot|3|3|10
Un_slot,3,3,15,45,modelo_Un_slot_3ant,dset_c3_p15,21,0,20,120,141.676576433369,141.676576433369,141.676576433369,NaN,0,NaN,NaN,0,3,0,,un_slot|3|3|15
Un_slot,4,5,5,20,modelo_Un_slot_4ant,dset_c5_p5,21,0,20,120,106.941071904067,106.941071904067,106.941071904067,NaN,0,NaN,NaN,0,0,0,,un_slot|4|5|5
Un_slot,4,5,10,40,modelo_Un_slot_4ant,dset_c5_p10,21,0,20,120,117.469538577453,117.469538577453,117.469538577453,NaN,0,NaN,NaN,0,0,0,,un_slot|4|5|10
Un_slot,4,5,15,60,modelo_Un_slot_4ant,dset_c5_p15,21,0,20,120,124.955302733357,124.955302733357,124.955302733357,NaN,0,NaN,NaN,0,3,0,,un_slot|4|5|15
Un_slot,4,7,5,20,modelo_Un_slot_4ant,dset_c7_p5,21,0,20,120,108.382575827823,108.382575827823,108.382575827823,NaN,0,NaN,NaN,0,0,0,,un_slot|4|7|5
Un_slot,4,7,10,40,modelo_Un_slot_4ant,dset_c7_p10,21,0,20,120,124.915022525226,124.915022525226,124.915022525226,NaN,0,NaN,NaN,0,2,0,,un_slot|4|7|10
Un_slot,4,0,5,20,modelo_Un_slot_4ant,dset_c0_p5,21,0,20,500,118.208882608546,118.208882608546,118.208882608546,NaN,0,NaN,NaN,0,0,0,,un_slot|4|0|5
Un_slot,4,0,10,40,modelo_Un_slot_4ant,dset_c0_p10,21,0,20,500,199.315418046111,199.315418046111,199.315418046111,NaN,0,NaN,NaN,0,0,0,,un_slot|4|0|10
Un_slot,4,3,5,20,modelo_Un_slot_4ant,dset_c3_p5,21,0,20,120,118.678124432286,118.678124432286,118.678124432286,NaN,0,NaN,NaN,0,0,0,,un_slot|4|3|5
Un_slot,4,3,10,40,modelo_Un_slot_4ant,dset_c3_p10,21,0,20,120,131.45426990178,131.45426990178,131.45426990178,NaN,0,NaN,NaN,0,2,0,,un_slot|4|3|10
Un_slot,4,3,15,60,modelo_Un_slot_4ant,dset_c3_p15,21,0,20,120,119.605846543544,119.605846543544,119.605846543544,NaN,0,NaN,NaN,0,0,0,,un_slot|4|3|15
Un_slot,4,3,20,80,modelo_Un_slot_4ant,dset_c3_p20,21,0,20,120,140.671354584036,140.671354584036,140.671354584036,NaN,0,NaN,NaN,0,1,0,,un_slot|4|3|20
Un_slot,4,3,25,100,modelo_Un_slot_4ant,dset_c3_p25,21,0,20,120,113.614718635791,113.614718635791,113.614718635791,NaN,0,NaN,NaN,0,0,0,,un_slot|4|3|25
