TipoAntena,NAntenas,Caso,PotenciaAntena_W,PotenciaTotal_W,Detectada,CubiertaPorCarbonizacion,PotenciaCarbonizante_W,MinutoCorteCarbonizante,FaltanteBruta,FaltanteEfectiva
Monopolo,2,2,5,10,0,0,NaN,NaN,1,1
Monopolo,2,2,10,20,0,0,NaN,NaN,1,1
Monopolo,2,2,15,30,0,0,NaN,NaN,1,1
Monopolo,2,2,20,40,0,0,NaN,NaN,1,1
Monopolo,2,2,25,50,0,0,NaN,NaN,1,1
Monopolo,2,2,35,70,0,0,NaN,NaN,1,1
Monopolo,2,2,40,80,0,0,NaN,NaN,1,1
Monopolo,2,2,45,90,0,0,NaN,NaN,1,1
Monopolo,2,2,50,100,0,0,NaN,NaN,1,1
Monopolo,2,3,20,40,0,0,NaN,NaN,1,1
Monopolo,2,3,25,50,0,0,NaN,NaN,1,1
Monopolo,2,3,35,70,0,0,NaN,NaN,1,1
Monopolo,2,3,40,80,0,0,NaN,NaN,1,1
Monopolo,2,3,45,90,0,0,NaN,NaN,1,1
Monopolo,2,3,50,100,0,0,NaN,NaN,1,1
Monopolo,2,4,5,10,0,0,NaN,NaN,1,1
Monopolo,2,4,10,20,0,0,NaN,NaN,1,1
Monopolo,2,4,15,30,0,0,NaN,NaN,1,1
Monopolo,2,4,20,40,0,0,NaN,NaN,1,1
Monopolo,2,4,25,50,0,0,NaN,NaN,1,1
Monopolo,2,4,35,70,0,0,NaN,NaN,1,1
Monopolo,2,4,40,80,0,0,NaN,NaN,1,1
Monopolo,2,4,45,90,0,0,NaN,NaN,1,1
Monopolo,2,4,50,100,0,0,NaN,NaN,1,1
Monopolo,2,5,25,50,0,0,NaN,NaN,1,1
Monopolo,2,5,35,70,0,0,NaN,NaN,1,1
Monopolo,2,5,40,80,0,0,NaN,NaN,1,1
Monopolo,2,5,45,90,0,0,NaN,NaN,1,1
Monopolo,2,5,50,100,0,0,NaN,NaN,1,1
Monopolo,2,6,10,20,0,0,NaN,NaN,1,1
Monopolo,2,6,15,30,0,0,NaN,NaN,1,1
Monopolo,2,6,20,40,0,0,NaN,NaN,1,1
Monopolo,2,6,25,50,0,0,NaN,NaN,1,1
Monopolo,2,6,35,70,0,0,NaN,NaN,1,1
Monopolo,2,6,40,80,0,0,NaN,NaN,1,1
Monopolo,2,6,45,90,0,0,NaN,NaN,1,1
Monopolo,2,6,50,100,0,0,NaN,NaN,1,1
Monopolo,2,7,25,50,0,0,NaN,NaN,1,1
Monopolo,2,7,35,70,0,0,NaN,NaN,1,1
Monopolo,2,7,40,80,0,0,NaN,NaN,1,1
Monopolo,2,7,45,90,0,0,NaN,NaN,1,1
Monopolo,2,7,50,100,0,0,NaN,NaN,1,1
Monopolo,2,8,10,20,0,0,NaN,NaN,1,1
Monopolo,2,8,15,30,0,0,NaN,NaN,1,1
Monopolo,2,8,20,40,0,0,NaN,NaN,1,1
Monopolo,2,8,25,50,0,0,NaN,NaN,1,1
Monopolo,2,8,35,70,0,0,NaN,NaN,1,1
Monopolo,2,8,40,80,0,0,NaN,NaN,1,1
Monopolo,2,8,45,90,0,0,NaN,NaN,1,1
Monopolo,2,8,50,100,0,0,NaN,NaN,1,1
Monopolo,3,0,20,60,0,0,NaN,NaN,1,1
Monopolo,3,0,25,75,0,0,NaN,NaN,1,1
Monopolo,3,1,20,60,0,0,NaN,NaN,1,1
Monopolo,3,1,25,75,0,0,NaN,NaN,1,1
Monopolo,3,2,5,15,0,0,NaN,NaN,1,1
Monopolo,3,2,10,30,0,0,NaN,NaN,1,1
Monopolo,3,2,15,45,0,0,NaN,NaN,1,1
Monopolo,3,2,20,60,0,0,NaN,NaN,1,1
Monopolo,3,2,25,75,0,0,NaN,NaN,1,1
Monopolo,3,3,15,45,0,0,NaN,NaN,1,1
Monopolo,3,3,20,60,0,0,NaN,NaN,1,1
Monopolo,3,3,25,75,0,0,NaN,NaN,1,1
Monopolo,3,4,5,15,0,0,NaN,NaN,1,1
Monopolo,3,4,10,30,0,0,NaN,NaN,1,1
Monopolo,3,4,15,45,0,0,NaN,NaN,1,1
Monopolo,3,4,20,60,0,0,NaN,NaN,1,1
Monopolo,3,4,25,75,0,0,NaN,NaN,1,1
Monopolo,3,5,25,75,0,0,NaN,NaN,1,1
Monopolo,3,7,20,60,0,0,NaN,NaN,1,1
Monopolo,3,7,25,75,0,0,NaN,NaN,1,1
Monopolo,3,8,5,15,0,0,NaN,NaN,1,1
Monopolo,3,8,10,30,0,0,NaN,NaN,1,1
Monopolo,3,8,15,45,0,0,NaN,NaN,1,1
Monopolo,3,8,20,60,0,0,NaN,NaN,1,1
Monopolo,3,8,25,75,0,0,NaN,NaN,1,1
Monopolo,4,0,20,80,0,0,NaN,NaN,1,1
Monopolo,4,0,25,100,0,0,NaN,NaN,1,1
Monopolo,4,1,25,100,0,0,NaN,NaN,1,1
Monopolo,4,2,5,20,0,0,NaN,NaN,1,1
Monopolo,4,2,10,40,0,0,NaN,NaN,1,1
Monopolo,4,2,15,60,0,0,NaN,NaN,1,1
Monopolo,4,2,20,80,0,0,NaN,NaN,1,1
Monopolo,4,2,25,100,0,0,NaN,NaN,1,1
Monopolo,4,3,15,60,0,0,NaN,NaN,1,1
Monopolo,4,3,20,80,0,0,NaN,NaN,1,1
Monopolo,4,3,25,100,0,0,NaN,NaN,1,1
Monopolo,4,4,5,20,0,0,NaN,NaN,1,1
Monopolo,4,4,10,40,0,0,NaN,NaN,1,1
Monopolo,4,4,15,60,0,0,NaN,NaN,1,1
Monopolo,4,4,20,80,0,0,NaN,NaN,1,1
Monopolo,4,4,25,100,0,0,NaN,NaN,1,1
Monopolo,4,5,25,100,0,0,NaN,NaN,1,1
Monopolo,4,7,20,80,0,0,NaN,NaN,1,1
Monopolo,4,7,25,100,0,0,NaN,NaN,1,1
Monopolo,4,8,5,20,0,0,NaN,NaN,1,1
Monopolo,4,8,10,40,0,0,NaN,NaN,1,1
Monopolo,4,8,15,60,0,0,NaN,NaN,1,1
Monopolo,4,8,20,80,0,0,NaN,NaN,1,1
Monopolo,4,8,25,100,0,0,NaN,NaN,1,1
Un_slot,1,0,15,15,0,0,NaN,NaN,1,1
Un_slot,1,0,20,20,0,0,NaN,NaN,1,1
Un_slot,1,0,25,25,0,0,NaN,NaN,1,1
Un_slot,1,0,30,30,0,0,NaN,NaN,1,1
Un_slot,1,0,35,35,0,0,NaN,NaN,1,1
Un_slot,1,0,40,40,0,0,NaN,NaN,1,1
Un_slot,1,0,45,45,0,0,NaN,NaN,1,1
Un_slot,1,0,50,50,0,0,NaN,NaN,1,1
Un_slot,1,0,55,55,0,0,NaN,NaN,1,1
Un_slot,1,0,60,60,0,0,NaN,NaN,1,1
Un_slot,1,0,65,65,0,0,NaN,NaN,1,1
Un_slot,1,0,70,70,0,0,NaN,NaN,1,1
Un_slot,1,0,75,75,0,0,NaN,NaN,1,1
Un_slot,1,0,80,80,0,0,NaN,NaN,1,1
Un_slot,1,0,85,85,0,0,NaN,NaN,1,1
Un_slot,1,0,90,90,0,0,NaN,NaN,1,1
Un_slot,1,0,95,95,0,0,NaN,NaN,1,1
Un_slot,1,0,100,100,0,0,NaN,NaN,1,1
Un_slot,1,1,5,5,0,0,NaN,NaN,1,1
Un_slot,1,1,10,10,0,0,NaN,NaN,1,1
Un_slot,1,1,15,15,0,0,NaN,NaN,1,1
Un_slot,1,1,20,20,0,0,NaN,NaN,1,1
Un_slot,1,1,25,25,0,0,NaN,NaN,1,1
Un_slot,1,1,30,30,0,0,NaN,NaN,1,1
Un_slot,1,1,35,35,0,0,NaN,NaN,1,1
Un_slot,1,1,40,40,0,0,NaN,NaN,1,1
Un_slot,1,1,45,45,0,0,NaN,NaN,1,1
Un_slot,1,1,50,50,0,0,NaN,NaN,1,1
Un_slot,1,1,55,55,0,0,NaN,NaN,1,1
Un_slot,1,1,60,60,0,0,NaN,NaN,1,1
Un_slot,1,1,65,65,0,0,NaN,NaN,1,1
Un_slot,1,1,70,70,0,0,NaN,NaN,1,1
Un_slot,1,1,75,75,0,0,NaN,NaN,1,1
Un_slot,1,1,80,80,0,0,NaN,NaN,1,1
Un_slot,1,1,85,85,0,0,NaN,NaN,1,1
Un_slot,1,1,90,90,0,0,NaN,NaN,1,1
Un_slot,1,1,95,95,0,0,NaN,NaN,1,1
Un_slot,1,1,100,100,0,0,NaN,NaN,1,1
Un_slot,1,2,5,5,0,0,NaN,NaN,1,1
Un_slot,1,2,10,10,0,0,NaN,NaN,1,1
Un_slot,1,2,15,15,0,0,NaN,NaN,1,1
Un_slot,1,2,20,20,0,0,NaN,NaN,1,1
Un_slot,1,2,25,25,0,0,NaN,NaN,1,1
Un_slot,1,2,30,30,0,0,NaN,NaN,1,1
Un_slot,1,2,35,35,0,0,NaN,NaN,1,1
Un_slot,1,2,40,40,0,0,NaN,NaN,1,1
Un_slot,1,2,45,45,0,0,NaN,NaN,1,1
Un_slot,1,2,50,50,0,0,NaN,NaN,1,1
Un_slot,1,2,55,55,0,0,NaN,NaN,1,1
Un_slot,1,2,60,60,0,0,NaN,NaN,1,1
Un_slot,1,2,65,65,0,0,NaN,NaN,1,1
Un_slot,1,2,70,70,0,0,NaN,NaN,1,1
Un_slot,1,2,75,75,0,0,NaN,NaN,1,1
Un_slot,1,2,80,80,0,0,NaN,NaN,1,1
Un_slot,1,2,85,85,0,0,NaN,NaN,1,1
Un_slot,1,2,90,90,0,0,NaN,NaN,1,1
Un_slot,1,2,95,95,0,0,NaN,NaN,1,1
Un_slot,1,2,100,100,0,0,NaN,NaN,1,1
Un_slot,1,3,15,15,0,0,NaN,NaN,1,1
Un_slot,1,3,20,20,0,0,NaN,NaN,1,1
Un_slot,1,3,25,25,0,0,NaN,NaN,1,1
Un_slot,1,3,30,30,0,0,NaN,NaN,1,1
Un_slot,1,3,35,35,0,0,NaN,NaN,1,1
Un_slot,1,3,40,40,0,0,NaN,NaN,1,1
Un_slot,1,3,45,45,0,0,NaN,NaN,1,1
Un_slot,1,3,50,50,0,0,NaN,NaN,1,1
Un_slot,1,3,55,55,0,0,NaN,NaN,1,1
Un_slot,1,3,60,60,0,0,NaN,NaN,1,1
Un_slot,1,3,65,65,0,0,NaN,NaN,1,1
Un_slot,1,3,70,70,0,0,NaN,NaN,1,1
Un_slot,1,3,75,75,0,0,NaN,NaN,1,1
Un_slot,1,3,80,80,0,0,NaN,NaN,1,1
Un_slot,1,3,85,85,0,0,NaN,NaN,1,1
Un_slot,1,3,90,90,0,0,NaN,NaN,1,1
Un_slot,1,3,95,95,0,0,NaN,NaN,1,1
Un_slot,1,3,100,100,0,0,NaN,NaN,1,1
Un_slot,1,4,5,5,0,0,NaN,NaN,1,1
Un_slot,1,4,10,10,0,0,NaN,NaN,1,1
Un_slot,1,4,15,15,0,0,NaN,NaN,1,1
Un_slot,1,4,20,20,0,0,NaN,NaN,1,1
Un_slot,1,4,25,25,0,0,NaN,NaN,1,1
Un_slot,1,4,30,30,0,0,NaN,NaN,1,1
Un_slot,1,4,35,35,0,0,NaN,NaN,1,1
Un_slot,1,4,40,40,0,0,NaN,NaN,1,1
Un_slot,1,4,45,45,0,0,NaN,NaN,1,1
Un_slot,1,4,50,50,0,0,NaN,NaN,1,1
Un_slot,1,4,55,55,0,0,NaN,NaN,1,1
Un_slot,1,4,60,60,0,0,NaN,NaN,1,1
Un_slot,1,4,65,65,0,0,NaN,NaN,1,1
Un_slot,1,4,70,70,0,0,NaN,NaN,1,1
Un_slot,1,4,75,75,0,0,NaN,NaN,1,1
Un_slot,1,4,80,80,0,0,NaN,NaN,1,1
Un_slot,1,4,85,85,0,0,NaN,NaN,1,1
Un_slot,1,4,90,90,0,0,NaN,NaN,1,1
Un_slot,1,4,95,95,0,0,NaN,NaN,1,1
Un_slot,1,4,100,100,0,0,NaN,NaN,1,1
Un_slot,1,5,20,20,0,0,NaN,NaN,1,1
Un_slot,1,5,25,25,0,0,NaN,NaN,1,1
Un_slot,1,5,30,30,0,0,NaN,NaN,1,1
Un_slot,1,5,35,35,0,0,NaN,NaN,1,1
Un_slot,1,5,40,40,0,0,NaN,NaN,1,1
Un_slot,1,5,45,45,0,0,NaN,NaN,1,1
Un_slot,1,5,50,50,0,0,NaN,NaN,1,1
Un_slot,1,5,55,55,0,0,NaN,NaN,1,1
Un_slot,1,5,60,60,0,0,NaN,NaN,1,1
Un_slot,1,5,65,65,0,0,NaN,NaN,1,1
Un_slot,1,5,70,70,0,0,NaN,NaN,1,1
Un_slot,1,5,75,75,0,0,NaN,NaN,1,1
Un_slot,1,5,80,80,0,0,NaN,NaN,1,1
Un_slot,1,5,85,85,0,0,NaN,NaN,1,1
Un_slot,1,5,90,90,0,0,NaN,NaN,1,1
Un_slot,1,5,95,95,0,0,NaN,NaN,1,1
Un_slot,1,5,100,100,0,0,NaN,NaN,1,1
Un_slot,1,6,10,10,0,0,NaN,NaN,1,1
Un_slot,1,6,15,15,0,0,NaN,NaN,1,1
Un_slot,1,6,20,20,0,0,NaN,NaN,1,1
Un_slot,1,6,25,25,0,0,NaN,NaN,1,1
Un_slot,1,6,30,30,0,0,NaN,NaN,1,1
Un_slot,1,6,35,35,0,0,NaN,NaN,1,1
Un_slot,1,6,40,40,0,0,NaN,NaN,1,1
Un_slot,1,6,45,45,0,0,NaN,NaN,1,1
Un_slot,1,6,50,50,0,0,NaN,NaN,1,1
Un_slot,1,6,55,55,0,0,NaN,NaN,1,1
Un_slot,1,6,60,60,0,0,NaN,NaN,1,1
Un_slot,1,6,65,65,0,0,NaN,NaN,1,1
Un_slot,1,6,70,70,0,0,NaN,NaN,1,1
Un_slot,1,6,75,75,0,0,NaN,NaN,1,1
Un_slot,1,6,80,80,0,0,NaN,NaN,1,1
Un_slot,1,6,85,85,0,0,NaN,NaN,1,1
Un_slot,1,6,90,90,0,0,NaN,NaN,1,1
Un_slot,1,6,95,95,0,0,NaN,NaN,1,1
Un_slot,1,6,100,100,0,0,NaN,NaN,1,1
Un_slot,1,7,15,15,0,0,NaN,NaN,1,1
Un_slot,1,7,20,20,0,0,NaN,NaN,1,1
Un_slot,1,7,25,25,0,0,NaN,NaN,1,1
Un_slot,1,7,30,30,0,0,NaN,NaN,1,1
Un_slot,1,7,35,35,0,0,NaN,NaN,1,1
Un_slot,1,7,40,40,0,0,NaN,NaN,1,1
Un_slot,1,7,45,45,0,0,NaN,NaN,1,1
Un_slot,1,7,50,50,0,0,NaN,NaN,1,1
Un_slot,1,7,55,55,0,0,NaN,NaN,1,1
Un_slot,1,7,60,60,0,0,NaN,NaN,1,1
Un_slot,1,7,65,65,0,0,NaN,NaN,1,1
Un_slot,1,7,70,70,0,0,NaN,NaN,1,1
Un_slot,1,7,75,75,0,0,NaN,NaN,1,1
Un_slot,1,7,80,80,0,0,NaN,NaN,1,1
Un_slot,1,7,85,85,0,0,NaN,NaN,1,1
Un_slot,1,7,90,90,0,0,NaN,NaN,1,1
Un_slot,1,7,95,95,0,0,NaN,NaN,1,1
Un_slot,1,7,100,100,0,0,NaN,NaN,1,1
Un_slot,1,8,5,5,0,0,NaN,NaN,1,1
Un_slot,1,8,10,10,0,0,NaN,NaN,1,1
Un_slot,1,8,15,15,0,0,NaN,NaN,1,1
Un_slot,1,8,20,20,0,0,NaN,NaN,1,1
Un_slot,1,8,25,25,0,0,NaN,NaN,1,1
Un_slot,1,8,30,30,0,0,NaN,NaN,1,1
Un_slot,1,8,35,35,0,0,NaN,NaN,1,1
Un_slot,1,8,40,40,0,0,NaN,NaN,1,1
Un_slot,1,8,45,45,0,0,NaN,NaN,1,1
Un_slot,1,8,50,50,0,0,NaN,NaN,1,1
Un_slot,1,8,55,55,0,0,NaN,NaN,1,1
Un_slot,1,8,60,60,0,0,NaN,NaN,1,1
Un_slot,1,8,65,65,0,0,NaN,NaN,1,1
Un_slot,1,8,70,70,0,0,NaN,NaN,1,1
Un_slot,1,8,75,75,0,0,NaN,NaN,1,1
Un_slot,1,8,80,80,0,0,NaN,NaN,1,1
Un_slot,1,8,85,85,0,0,NaN,NaN,1,1
Un_slot,1,8,90,90,0,0,NaN,NaN,1,1
Un_slot,1,8,95,95,0,0,NaN,NaN,1,1
Un_slot,1,8,100,100,0,0,NaN,NaN,1,1
Un_slot,2,0,15,30,0,0,NaN,NaN,1,1
Un_slot,2,0,20,40,0,0,NaN,NaN,1,1
Un_slot,2,0,25,50,0,0,NaN,NaN,1,1
Un_slot,2,0,30,60,0,0,NaN,NaN,1,1
Un_slot,2,0,35,70,0,0,NaN,NaN,1,1
Un_slot,2,0,40,80,0,0,NaN,NaN,1,1
Un_slot,2,0,45,90,0,0,NaN,NaN,1,1
Un_slot,2,0,50,100,0,0,NaN,NaN,1,1
Un_slot,2,1,5,10,0,0,NaN,NaN,1,1
Un_slot,2,1,10,20,0,0,NaN,NaN,1,1
Un_slot,2,1,15,30,0,0,NaN,NaN,1,1
Un_slot,2,1,20,40,0,0,NaN,NaN,1,1
Un_slot,2,1,25,50,0,0,NaN,NaN,1,1
Un_slot,2,1,30,60,0,0,NaN,NaN,1,1
Un_slot,2,1,35,70,0,0,NaN,NaN,1,1
Un_slot,2,1,40,80,0,0,NaN,NaN,1,1
Un_slot,2,1,45,90,0,0,NaN,NaN,1,1
Un_slot,2,1,50,100,0,0,NaN,NaN,1,1
Un_slot,2,2,5,10,0,0,NaN,NaN,1,1
Un_slot,2,2,10,20,0,0,NaN,NaN,1,1
Un_slot,2,2,15,30,0,0,NaN,NaN,1,1
Un_slot,2,2,20,40,0,0,NaN,NaN,1,1
Un_slot,2,2,25,50,0,0,NaN,NaN,1,1
Un_slot,2,2,30,60,0,0,NaN,NaN,1,1
Un_slot,2,2,35,70,0,0,NaN,NaN,1,1
Un_slot,2,2,40,80,0,0,NaN,NaN,1,1
Un_slot,2,2,45,90,0,0,NaN,NaN,1,1
Un_slot,2,2,50,100,0,0,NaN,NaN,1,1
Un_slot,2,3,15,30,0,0,NaN,NaN,1,1
Un_slot,2,3,20,40,0,0,NaN,NaN,1,1
Un_slot,2,3,25,50,0,0,NaN,NaN,1,1
Un_slot,2,3,30,60,0,0,NaN,NaN,1,1
Un_slot,2,3,35,70,0,0,NaN,NaN,1,1
Un_slot,2,3,40,80,0,0,NaN,NaN,1,1
Un_slot,2,3,45,90,0,0,NaN,NaN,1,1
Un_slot,2,3,50,100,0,0,NaN,NaN,1,1
Un_slot,2,5,20,40,0,0,NaN,NaN,1,1
Un_slot,2,5,25,50,0,0,NaN,NaN,1,1
Un_slot,2,5,30,60,0,0,NaN,NaN,1,1
Un_slot,2,5,35,70,0,0,NaN,NaN,1,1
Un_slot,2,5,40,80,0,0,NaN,NaN,1,1
Un_slot,2,5,45,90,0,0,NaN,NaN,1,1
Un_slot,2,5,50,100,0,0,NaN,NaN,1,1
Un_slot,2,6,5,10,0,0,NaN,NaN,1,1
Un_slot,2,6,10,20,0,0,NaN,NaN,1,1
Un_slot,2,6,15,30,0,0,NaN,NaN,1,1
Un_slot,2,6,20,40,0,0,NaN,NaN,1,1
Un_slot,2,6,25,50,0,0,NaN,NaN,1,1
Un_slot,2,6,30,60,0,0,NaN,NaN,1,1
Un_slot,2,6,35,70,0,0,NaN,NaN,1,1
Un_slot,2,6,40,80,0,0,NaN,NaN,1,1
Un_slot,2,6,45,90,0,0,NaN,NaN,1,1
Un_slot,2,6,50,100,0,0,NaN,NaN,1,1
Un_slot,2,7,15,30,0,0,NaN,NaN,1,1
Un_slot,2,7,20,40,0,0,NaN,NaN,1,1
Un_slot,2,7,25,50,0,0,NaN,NaN,1,1
Un_slot,2,7,30,60,0,0,NaN,NaN,1,1
Un_slot,2,7,35,70,0,0,NaN,NaN,1,1
Un_slot,2,7,40,80,0,0,NaN,NaN,1,1
Un_slot,2,7,45,90,0,0,NaN,NaN,1,1
Un_slot,2,7,50,100,0,0,NaN,NaN,1,1
Un_slot,2,8,5,10,0,0,NaN,NaN,1,1
Un_slot,2,8,10,20,0,0,NaN,NaN,1,1
Un_slot,2,8,15,30,0,0,NaN,NaN,1,1
Un_slot,2,8,20,40,0,0,NaN,NaN,1,1
Un_slot,2,8,25,50,0,0,NaN,NaN,1,1
Un_slot,2,8,30,60,0,0,NaN,NaN,1,1
Un_slot,2,8,35,70,0,0,NaN,NaN,1,1
Un_slot,2,8,40,80,0,0,NaN,NaN,1,1
Un_slot,2,8,45,90,0,0,NaN,NaN,1,1
Un_slot,2,8,50,100,0,0,NaN,NaN,1,1
Un_slot,3,0,15,45,0,0,NaN,NaN,1,1
Un_slot,3,0,20,60,0,0,NaN,NaN,1,1
Un_slot,3,0,25,75,0,0,NaN,NaN,1,1
Un_slot,3,0,30,90,0,0,NaN,NaN,1,1
Un_slot,3,1,5,15,0,0,NaN,NaN,1,1
Un_slot,3,1,10,30,0,0,NaN,NaN,1,1
Un_slot,3,1,15,45,0,0,NaN,NaN,1,1
Un_slot,3,1,20,60,0,0,NaN,NaN,1,1
Un_slot,3,1,25,75,0,0,NaN,NaN,1,1
Un_slot,3,1,30,90,0,0,NaN,NaN,1,1
Un_slot,3,2,5,15,0,0,NaN,NaN,1,1
Un_slot,3,2,10,30,0,0,NaN,NaN,1,1
Un_slot,3,2,15,45,0,0,NaN,NaN,1,1
Un_slot,3,2,20,60,0,0,NaN,NaN,1,1
Un_slot,3,2,25,75,0,0,NaN,NaN,1,1
Un_slot,3,2,30,90,0,0,NaN,NaN,1,1
Un_slot,3,3,20,60,0,0,NaN,NaN,1,1
Un_slot,3,3,25,75,0,0,NaN,NaN,1,1
Un_slot,3,3,30,90,0,0,NaN,NaN,1,1
Un_slot,3,4,5,15,0,0,NaN,NaN,1,1
Un_slot,3,4,10,30,0,0,NaN,NaN,1,1
Un_slot,3,4,15,45,0,0,NaN,NaN,1,1
Un_slot,3,4,20,60,0,0,NaN,NaN,1,1
Un_slot,3,4,25,75,0,0,NaN,NaN,1,1
Un_slot,3,4,30,90,0,0,NaN,NaN,1,1
Un_slot,3,5,20,60,0,0,NaN,NaN,1,1
Un_slot,3,5,25,75,0,0,NaN,NaN,1,1
Un_slot,3,5,30,90,0,0,NaN,NaN,1,1
Un_slot,3,6,5,15,0,0,NaN,NaN,1,1
Un_slot,3,6,10,30,0,0,NaN,NaN,1,1
Un_slot,3,6,15,45,0,0,NaN,NaN,1,1
Un_slot,3,6,20,60,0,0,NaN,NaN,1,1
Un_slot,3,6,25,75,0,0,NaN,NaN,1,1
Un_slot,3,6,30,90,0,0,NaN,NaN,1,1
Un_slot,3,7,15,45,0,0,NaN,NaN,1,1
Un_slot,3,7,20,60,0,0,NaN,NaN,1,1
Un_slot,3,7,25,75,0,0,NaN,NaN,1,1
Un_slot,3,7,30,90,0,0,NaN,NaN,1,1
Un_slot,4,0,15,60,0,0,NaN,NaN,1,1
Un_slot,4,0,20,80,0,0,NaN,NaN,1,1
Un_slot,4,0,25,100,0,0,NaN,NaN,1,1
Un_slot,4,0,30,120,0,0,NaN,NaN,1,1
Un_slot,4,1,5,20,0,0,NaN,NaN,1,1
Un_slot,4,1,10,40,0,0,NaN,NaN,1,1
Un_slot,4,1,15,60,0,0,NaN,NaN,1,1
Un_slot,4,1,20,80,0,0,NaN,NaN,1,1
Un_slot,4,1,25,100,0,0,NaN,NaN,1,1
Un_slot,4,1,30,120,0,0,NaN,NaN,1,1
Un_slot,4,2,5,20,0,0,NaN,NaN,1,1
Un_slot,4,2,10,40,0,0,NaN,NaN,1,1
Un_slot,4,2,15,60,0,0,NaN,NaN,1,1
Un_slot,4,2,20,80,0,0,NaN,NaN,1,1
Un_slot,4,2,25,100,0,0,NaN,NaN,1,1
Un_slot,4,2,30,120,0,0,NaN,NaN,1,1
Un_slot,4,3,30,120,0,0,NaN,NaN,1,1
Un_slot,4,4,5,20,0,0,NaN,NaN,1,1
Un_slot,4,4,10,40,0,0,NaN,NaN,1,1
Un_slot,4,4,15,60,0,0,NaN,NaN,1,1
Un_slot,4,4,20,80,0,0,NaN,NaN,1,1
Un_slot,4,4,25,100,0,0,NaN,NaN,1,1
Un_slot,4,4,30,120,0,0,NaN,NaN,1,1
Un_slot,4,5,20,80,0,0,NaN,NaN,1,1
Un_slot,4,5,25,100,0,0,NaN,NaN,1,1
Un_slot,4,5,30,120,0,0,NaN,NaN,1,1
Un_slot,4,6,5,20,0,0,NaN,NaN,1,1
Un_slot,4,6,10,40,0,0,NaN,NaN,1,1
Un_slot,4,6,15,60,0,0,NaN,NaN,1,1
Un_slot,4,6,20,80,0,0,NaN,NaN,1,1
Un_slot,4,6,25,100,0,0,NaN,NaN,1,1
Un_slot,4,6,30,120,0,0,NaN,NaN,1,1
Un_slot,4,7,15,60,0,0,NaN,NaN,1,1
Un_slot,4,7,20,80,0,0,NaN,NaN,1,1
Un_slot,4,7,25,100,0,0,NaN,NaN,1,1
Un_slot,4,7,30,120,0,0,NaN,NaN,1,1
Un_slot,4,8,5,20,0,0,NaN,NaN,1,1
Un_slot,4,8,10,40,0,0,NaN,NaN,1,1
Un_slot,4,8,15,60,0,0,NaN,NaN,1,1
Un_slot,4,8,20,80,0,0,NaN,NaN,1,1
Un_slot,4,8,25,100,0,0,NaN,NaN,1,1
Un_slot,4,8,30,120,0,0,NaN,NaN,1,1
