TipoAntena,NAntenas,Caso,PotenciaAntena_W,PotenciaTotal_W,NArchivosSTL,NArchivosDone,TieneRegistroSondas,TMinSTL_min,TMaxSTL_min,TiemposSTL,TMaxSondas_C,UmbralSTL_C,Estado,TieneAdvertencia,MotivosAdvertencia,RutaRelativa,RutaCompleta
Monopolo,1,4,65,65,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.0022,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_65W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_65W
Monopolo,1,4,70,70,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.4599,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_70W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_70W
Monopolo,1,4,75,75,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",108.8163,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_75W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_75W
Monopolo,1,4,80,80,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",104.8894,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_80W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_80W
Monopolo,1,4,85,85,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",112.3366,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_85W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_85W
Monopolo,1,4,90,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",108.7113,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_90W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_90W
Monopolo,1,4,95,95,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.112,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_95W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_95W
Monopolo,1,4,100,100,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",104.8374,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_4\Potencia_100W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_4\Potencia_100W
Monopolo,1,5,30,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",119.914,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_5\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_5\Potencia_30W
Monopolo,1,6,30,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.3828,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_6\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_6\Potencia_30W
Monopolo,1,7,30,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",109.8319,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_7\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_7\Potencia_30W
Monopolo,1,8,30,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.7813,55,REGISTRO_Y_STL,0,,Monopolo\1ant\Caso_8\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\1ant\Caso_8\Potencia_30W
Monopolo,2,0,30,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",327.7336,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_0\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_0\Potencia_30W
Monopolo,2,1,30,60,18,19,1,1,20,"1,2,3,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20",104.8707,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_1\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_1\Potencia_30W
Monopolo,2,2,30,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.1066,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_2\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_2\Potencia_30W
Monopolo,2,3,5,10,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.7296,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_3\Potencia_5W
Monopolo,2,3,10,20,17,18,1,1,20,"1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,20",109.2978,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_3\Potencia_10W
Monopolo,2,3,15,30,12,13,1,1,20,"1,5,8,9,10,11,12,16,17,18,19,20",109.9759,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_3\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_3\Potencia_15W
Monopolo,2,3,30,60,19,20,1,2,20,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.9413,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_3\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_3\Potencia_30W
Monopolo,2,4,30,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.2106,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_4\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_4\Potencia_30W
Monopolo,2,5,30,60,16,17,1,2,20,"2,4,5,7,9,10,11,12,13,14,15,16,17,18,19,20",106.3606,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_5\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_5\Potencia_30W
Monopolo,2,6,30,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",103.0971,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_6\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_6\Potencia_30W
Monopolo,2,7,30,60,19,20,1,1,20,"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20",105.4677,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_7\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_7\Potencia_30W
Monopolo,2,8,30,60,19,20,1,1,20,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20",103.9864,55,REGISTRO_Y_STL,0,,Monopolo\2ant\Caso_8\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\2ant\Caso_8\Potencia_30W
Monopolo,3,0,5,15,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.8773,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_0\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_0\Potencia_5W
Monopolo,3,0,10,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",160.1841,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_0\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_0\Potencia_10W
Monopolo,3,0,15,45,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",243.3259,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_0\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_0\Potencia_15W
Monopolo,3,0,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",453.0452,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_0\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_0\Potencia_30W
Monopolo,3,1,5,15,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",112.3622,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_1\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_1\Potencia_5W
Monopolo,3,1,10,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",116.4599,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_1\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_1\Potencia_10W
Monopolo,3,1,15,45,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",116.648,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_1\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_1\Potencia_15W
Monopolo,3,1,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",107.265,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_1\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_1\Potencia_30W
Monopolo,3,2,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",104.7783,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_2\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_2\Potencia_30W
Monopolo,3,3,5,15,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",115.3169,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_3\Potencia_5W
Monopolo,3,3,10,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",110.2073,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_3\Potencia_10W
Monopolo,3,3,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.8725,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_3\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_3\Potencia_30W
Monopolo,3,4,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.215,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_4\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_4\Potencia_30W
Monopolo,3,5,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",110.7322,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_5\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_5\Potencia_30W
Monopolo,3,6,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.3212,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_6\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_6\Potencia_30W
Monopolo,3,7,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",108.0359,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_7\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_7\Potencia_30W
Monopolo,3,8,30,90,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",114.4246,55,REGISTRO_Y_STL,0,,Monopolo\3ant\Caso_8\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\3ant\Caso_8\Potencia_30W
Monopolo,4,0,5,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.9714,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_0\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_0\Potencia_5W
Monopolo,4,0,10,40,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",174.6453,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_0\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_0\Potencia_10W
Monopolo,4,0,15,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",243.3647,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_0\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_0\Potencia_15W
Monopolo,4,0,30,120,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",454.5068,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_0\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_0\Potencia_30W
Monopolo,4,1,5,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",110.0928,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_1\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_1\Potencia_5W
Monopolo,4,1,10,40,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",114.9107,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_1\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_1\Potencia_10W
Monopolo,4,1,15,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",113.6531,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_1\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_1\Potencia_15W
Monopolo,4,1,20,80,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",107.788,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_1\Potencia_20W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_1\Potencia_20W
Monopolo,4,1,30,120,17,18,1,1,20,"1,3,4,6,8,9,10,11,12,13,14,15,16,17,18,19,20",105.9397,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_1\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_1\Potencia_30W
Monopolo,4,2,30,120,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",107.2339,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_2\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_2\Potencia_30W
Monopolo,4,3,5,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",116.2527,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_3\Potencia_5W
Monopolo,4,3,10,40,17,18,1,1,20,"1,2,4,5,6,7,9,10,11,12,13,15,16,17,18,19,20",115.6403,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_3\Potencia_10W
Monopolo,4,3,30,120,19,20,1,1,20,"1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.8684,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_3\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_3\Potencia_30W
Monopolo,4,4,30,120,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",113.6176,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_4\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_4\Potencia_30W
Monopolo,4,5,30,120,17,18,1,2,20,"2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",112.3802,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_5\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_5\Potencia_30W
Monopolo,4,6,30,120,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.1661,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_6\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_6\Potencia_30W
Monopolo,4,7,30,120,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.1946,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_7\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_7\Potencia_30W
Monopolo,4,8,30,120,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.7546,55,REGISTRO_Y_STL,0,,Monopolo\4ant\Caso_8\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Monopolo\4ant\Caso_8\Potencia_30W
Un_slot,1,0,5,5,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",97.6256,55,REGISTRO_Y_STL,0,,Un_slot\1ant\Caso_0\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\1ant\Caso_0\Potencia_5W
Un_slot,1,0,10,10,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",158.2101,55,REGISTRO_Y_STL,0,,Un_slot\1ant\Caso_0\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\1ant\Caso_0\Potencia_10W
Un_slot,1,3,5,5,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",107.9502,55,REGISTRO_Y_STL,0,,Un_slot\1ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\1ant\Caso_3\Potencia_5W
Un_slot,1,3,10,10,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",115.8756,55,REGISTRO_Y_STL,0,,Un_slot\1ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\1ant\Caso_3\Potencia_10W
Un_slot,2,0,5,10,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",89.9732,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_0\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_0\Potencia_5W
Un_slot,2,0,10,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",142.8121,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_0\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_0\Potencia_10W
Un_slot,2,3,5,10,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",102.9418,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_3\Potencia_5W
Un_slot,2,3,10,20,19,20,1,1,20,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20",104.6792,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_3\Potencia_10W
Un_slot,2,4,5,10,19,20,1,1,20,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20",102.4529,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_5W
Un_slot,2,4,10,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",103.7291,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_10W
Un_slot,2,4,15,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.3387,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_15W
