ruta,fuente,modelo,dataset,partition_key,fuentes_equivalentes,tipo,antena,num_antenas,caso,potencia_W
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_10W/modelo_Doble_slot_1ant_dset_c3_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","modelo_Doble_slot_1ant","dset_c3_p10","modelo_Doble_slot_1ant__dset_c3_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo4.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","Doble_slot","1ant",1,3,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_15W/modelo_Doble_slot_1ant_dset_c3_p15.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","modelo_Doble_slot_1ant","dset_c3_p15","modelo_Doble_slot_1ant__dset_c3_p15","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo4.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","Doble_slot","1ant",1,3,15
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_20W/modelo_Doble_slot_1ant_dset_c3_p20.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","modelo_Doble_slot_1ant","dset_c3_p20","modelo_Doble_slot_1ant__dset_c3_p20","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo4.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","Doble_slot","1ant",1,3,20
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_5W/modelo_Doble_slot_1ant_dset_c3_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","modelo_Doble_slot_1ant","dset_c3_p5","modelo_Doble_slot_1ant__dset_c3_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo4.mat|/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_Masivo2.mat","Doble_slot","1ant",1,3,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_0/Potencia_10W/modelo_Doble_slot_1ant_src_000EB03B_dset_c0_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c0_p10","modelo_Doble_slot_1ant__src_000EB03B__dset_c0_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,0,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_0/Potencia_5W/modelo_Doble_slot_1ant_src_000EB03B_dset_c0_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c0_p5","modelo_Doble_slot_1ant__src_000EB03B__dset_c0_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,0,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_10W/modelo_Doble_slot_1ant_src_000EB03B_dset_c1_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c1_p10","modelo_Doble_slot_1ant__src_000EB03B__dset_c1_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_5W/modelo_Doble_slot_1ant_src_000EB03B_dset_c1_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c1_p5","modelo_Doble_slot_1ant__src_000EB03B__dset_c1_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_10W/modelo_Doble_slot_1ant_src_000EB03B_dset_c3_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c3_p10","modelo_Doble_slot_1ant__src_000EB03B__dset_c3_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,3,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_15W/modelo_Doble_slot_1ant_src_000EB03B_dset_c3_p15.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c3_p15","modelo_Doble_slot_1ant__src_000EB03B__dset_c3_p15","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,3,15
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_20W/modelo_Doble_slot_1ant_src_000EB03B_dset_c3_p20.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c3_p20","modelo_Doble_slot_1ant__src_000EB03B__dset_c3_p20","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,3,20
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_3/Potencia_5W/modelo_Doble_slot_1ant_src_000EB03B_dset_c3_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB03B","dset_c3_p5","modelo_Doble_slot_1ant__src_000EB03B__dset_c3_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,3,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_5/Potencia_10W/modelo_Doble_slot_1ant_src_000EB74E_dset_c5_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c5_p10","modelo_Doble_slot_1ant__src_000EB74E__dset_c5_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,5,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_5/Potencia_15W/modelo_Doble_slot_1ant_src_000EB74E_dset_c5_p15.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c5_p15","modelo_Doble_slot_1ant__src_000EB74E__dset_c5_p15","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,5,15
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_5/Potencia_5W/modelo_Doble_slot_1ant_src_000EB74E_dset_c5_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c5_p5","modelo_Doble_slot_1ant__src_000EB74E__dset_c5_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,5,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_6/Potencia_5W/modelo_Doble_slot_1ant_src_000EB74E_dset_c6_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c6_p5","modelo_Doble_slot_1ant__src_000EB74E__dset_c6_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,6,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_10W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p10","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_15W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p15.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p15","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p15","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,15
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_20W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p20.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p20","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p20","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,20
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_25W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p25.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p25","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p25","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,25
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_30W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p30.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p30","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p30","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,30
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_35W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p35.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p35","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p35","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,35
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_7/Potencia_5W/modelo_Doble_slot_1ant_src_000EB74E_dset_c7_p5.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant__src_000EB74E","dset_c7_p5","modelo_Doble_slot_1ant__src_000EB74E__dset_c7_p5","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,7,5
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_100W/modelo_Doble_slot_1ant_pendientes_dset_c1_p100.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p100","modelo_Doble_slot_1ant_pendientes__dset_c1_p100","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,100
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_15W/modelo_Doble_slot_1ant_pendientes_dset_c1_p15.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p15","modelo_Doble_slot_1ant_pendientes__dset_c1_p15","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,15
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_20W/modelo_Doble_slot_1ant_pendientes_dset_c1_p20.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p20","modelo_Doble_slot_1ant_pendientes__dset_c1_p20","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,20
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_25W/modelo_Doble_slot_1ant_pendientes_dset_c1_p25.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p25","modelo_Doble_slot_1ant_pendientes__dset_c1_p25","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,25
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_30W/modelo_Doble_slot_1ant_pendientes_dset_c1_p30.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p30","modelo_Doble_slot_1ant_pendientes__dset_c1_p30","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,30
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_35W/modelo_Doble_slot_1ant_pendientes_dset_c1_p35.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p35","modelo_Doble_slot_1ant_pendientes__dset_c1_p35","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,35
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_40W/modelo_Doble_slot_1ant_pendientes_dset_c1_p40.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p40","modelo_Doble_slot_1ant_pendientes__dset_c1_p40","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,40
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_45W/modelo_Doble_slot_1ant_pendientes_dset_c1_p45.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p45","modelo_Doble_slot_1ant_pendientes__dset_c1_p45","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,45
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_50W/modelo_Doble_slot_1ant_pendientes_dset_c1_p50.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p50","modelo_Doble_slot_1ant_pendientes__dset_c1_p50","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,50
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_55W/modelo_Doble_slot_1ant_pendientes_dset_c1_p55.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p55","modelo_Doble_slot_1ant_pendientes__dset_c1_p55","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,55
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_60W/modelo_Doble_slot_1ant_pendientes_dset_c1_p60.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p60","modelo_Doble_slot_1ant_pendientes__dset_c1_p60","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,60
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_65W/modelo_Doble_slot_1ant_pendientes_dset_c1_p65.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p65","modelo_Doble_slot_1ant_pendientes__dset_c1_p65","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,65
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_70W/modelo_Doble_slot_1ant_pendientes_dset_c1_p70.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p70","modelo_Doble_slot_1ant_pendientes__dset_c1_p70","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,70
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_75W/modelo_Doble_slot_1ant_pendientes_dset_c1_p75.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p75","modelo_Doble_slot_1ant_pendientes__dset_c1_p75","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,75
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_80W/modelo_Doble_slot_1ant_pendientes_dset_c1_p80.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p80","modelo_Doble_slot_1ant_pendientes__dset_c1_p80","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,80
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_85W/modelo_Doble_slot_1ant_pendientes_dset_c1_p85.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p85","modelo_Doble_slot_1ant_pendientes__dset_c1_p85","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,85
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_90W/modelo_Doble_slot_1ant_pendientes_dset_c1_p90.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p90","modelo_Doble_slot_1ant_pendientes__dset_c1_p90","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,90
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_1/Potencia_95W/modelo_Doble_slot_1ant_pendientes_dset_c1_p95.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c1_p95","modelo_Doble_slot_1ant_pendientes__dset_c1_p95","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,1,95
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_10W/modelo_Doble_slot_1ant_pendientes_dset_c2_p10.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p10","modelo_Doble_slot_1ant_pendientes__dset_c2_p10","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,10
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_100W/modelo_Doble_slot_1ant_pendientes_dset_c2_p100.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p100","modelo_Doble_slot_1ant_pendientes__dset_c2_p100","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,100
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_15W/modelo_Doble_slot_1ant_pendientes_dset_c2_p15.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p15","modelo_Doble_slot_1ant_pendientes__dset_c2_p15","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,15
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_20W/modelo_Doble_slot_1ant_pendientes_dset_c2_p20.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p20","modelo_Doble_slot_1ant_pendientes__dset_c2_p20","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,20
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_25W/modelo_Doble_slot_1ant_pendientes_dset_c2_p25.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p25","modelo_Doble_slot_1ant_pendientes__dset_c2_p25","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,25
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_30W/modelo_Doble_slot_1ant_pendientes_dset_c2_p30.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p30","modelo_Doble_slot_1ant_pendientes__dset_c2_p30","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,30
"/mnt/personal/TT_FINAL/DATASETS/datasets_masivos_por_metadata/Doble_slot/1ant/Caso_2/Potencia_35W/modelo_Doble_slot_1ant_pendientes_dset_c2_p35.mat","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","modelo_Doble_slot_1ant_pendientes","dset_c2_p35","modelo_Doble_slot_1ant_pendientes__dset_c2_p35","/mnt/personal/TT_FINAL/DATASETS/datasets_masivos/Dataset_Termico_MasivoFIN1.mat","Doble_slot","1ant",1,2,35
